eventID,occurrenceID,scientificName,scientificNameID,scientificNameAuthorship,verbatimIdentification,taxonomicStatus,taxonRank,lifeStage,vernacularName,individualCount,kingdom,phylum,class,order,family,genus,specificEpithet,dateIdentified,identifiedBy,Comments,basisOfRecord,occurrenceStatus
IYS2022-Shimada-4-14-Trawl,IYS2022-Shimada-4-14-Trawl-8,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",Oncorhynchus nerka,accepted,Species,Immature,Sockeye salmon,1,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-02-22T00:00:00Z,Laurie Weitkamp,NA,HumanObservation,present
IYS2022-Shimada-4-15-Trawl,IYS2022-Shimada-4-15-Trawl-10,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",Oncorhynchus nerka,accepted,Species,Immature,Sockeye salmon,3,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-02-23T00:00:00Z,Laurie Weitkamp,NA,HumanObservation,present
IYS2022-Shimada-4-16-Trawl,IYS2022-Shimada-4-16-Trawl-7,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",Oncorhynchus nerka,accepted,Species,Immature,Sockeye salmon,5,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-02-23T00:00:00Z,Laurie Weitkamp,NA,HumanObservation,present
IYS2022-Shimada-4-17-Trawl,IYS2022-Shimada-4-17-Trawl-7,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",Oncorhynchus nerka,accepted,Species,Immature,Sockeye salmon,3,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-02-24T00:00:00Z,Laurie Weitkamp,NA,HumanObservation,present
IYS2022-Shimada-4-18-Trawl,IYS2022-Shimada-4-18-Trawl-11,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",Oncorhynchus nerka,accepted,Species,Immature,Sockeye salmon,7,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-02-25T00:00:00Z,Laurie Weitkamp,NA,HumanObservation,present
IYS2022-Shimada-4-19-Trawl,IYS2022-Shimada-4-19-Trawl-9,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",Oncorhynchus nerka,accepted,Species,Immature,Sockeye salmon,4,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-02-26T00:00:00Z,Laurie Weitkamp,NA,HumanObservation,present
IYS2022-Shimada-4-20-Trawl,IYS2022-Shimada-4-20-Trawl-7,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",Oncorhynchus nerka,accepted,Species,Immature,Sockeye salmon,1,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-02-26T00:00:00Z,Laurie Weitkamp,NA,HumanObservation,present
IYS2022-Shimada-4-21-Trawl,IYS2022-Shimada-4-21-Trawl-10,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",Oncorhynchus nerka,accepted,Species,Immature,Sockeye salmon,7,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-02-27T00:00:00Z,Laurie Weitkamp,includes 2 sockeye that were not weighed.,HumanObservation,present
IYS2022-Shimada-4-22-Trawl,IYS2022-Shimada-4-22-Trawl-7,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",Oncorhynchus nerka,accepted,Species,Immature,Sockeye salmon,9,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-02-27T00:00:00Z,Laurie Weitkamp,NA,HumanObservation,present
IYS2022-Shimada-4-23-Trawl,IYS2022-Shimada-4-23-Trawl-6,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",Oncorhynchus nerka,accepted,Species,Immature,Sockeye salmon,4,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-02-28T00:00:00Z,Laurie Weitkamp,NA,HumanObservation,present
IYS2022-Shimada-4-24-Trawl,IYS2022-Shimada-4-24-Trawl-12,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",Oncorhynchus nerka,accepted,Species,Immature,Sockeye salmon,10,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-03-01T00:00:00Z,Laurie Weitkamp,NA,HumanObservation,present
IYS2022-Shimada-4-25-Trawl,IYS2022-Shimada-4-25-Trawl-8,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",Oncorhynchus nerka,accepted,Species,Immature,Sockeye salmon,2,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-03-01T00:00:00Z,Laurie Weitkamp,NA,HumanObservation,present
IYS2022-Shimada-4-3-Trawl,IYS2022-Shimada-4-3-Trawl-5,Oncorhynchus nerka,urn:lsid:marinespecies.org:taxname:254569,"(Walbaum, 1792)",Oncorhynchus nerka,accepted,Species,Immature,Sockeye salmon,12,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,2022-02-10T00:00:00Z,Jim Murphy,NA,HumanObservation,present
IYS2022-Shimada-4-12-Trawl,IYS2022-Shimada-4-12-Trawl-9,Oegopsida,urn:lsid:marinespecies.org:taxname:11730,"d'Orbigny, 1845",Oegopsida,accepted,Order,juvenile,Squid unident.,8,Animalia,Mollusca,Cephalopoda,Oegopsida,NA,NA,NA,2022-02-21T00:00:00Z,Alicia Billings,NA,HumanObservation,present
IYS2022-Shimada-4-12-Trawl,IYS2022-Shimada-4-12-Trawl-10,Staurophora mertensii,urn:lsid:marinespecies.org:taxname:117730,"Brandt, 1834",Staurophora mertensii,unaccepted,Species,NA,Staurophora mertensii,3,Animalia,Cnidaria,Hydrozoa,Leptothecata,Laodiceidae,Staurophora,mertensii,2022-02-21T00:00:00Z,Alicia Billings,NA,HumanObservation,present
IYS2022-Shimada-4-12-Trawl,IYS2022-Shimada-4-12-Trawl-11,Gasterosteus aculeatus,urn:lsid:marinespecies.org:taxname:126505,"Linnaeus, 1758",Gasterosteus aculeatus,accepted,Species,adult,Threespine stickleback,2,Animalia,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,aculeatus,2022-02-21T00:00:00Z,Alicia Billings,NA,HumanObservation,present
